Date;AG;AI;AR;BE;BL;BS;FR;GE;GL;GR;JU;LU;NE;NW;OW;SG;SH;SO;SZ;TG;TI;UR;VD;VS;ZG;ZH;CH;Hospitalized_ZH;Hospitalized_CH;AG_diff;AG_pc;AG_diff_pc;AI_diff;AI_pc;AI_diff_pc;AR_diff;AR_pc;AR_diff_pc;BE_diff;BE_pc;BE_diff_pc;BL_diff;BL_pc;BL_diff_pc;BS_diff;BS_pc;BS_diff_pc;FR_diff;FR_pc;FR_diff_pc;GE_diff;GE_pc;GE_diff_pc;GL_diff;GL_pc;GL_diff_pc;GR_diff;GR_pc;GR_diff_pc;JU_diff;JU_pc;JU_diff_pc;LU_diff;LU_pc;LU_diff_pc;NE_diff;NE_pc;NE_diff_pc;NW_diff;NW_pc;NW_diff_pc;OW_diff;OW_pc;OW_diff_pc;SG_diff;SG_pc;SG_diff_pc;SH_diff;SH_pc;SH_diff_pc;SO_diff;SO_pc;SO_diff_pc;SZ_diff;SZ_pc;SZ_diff_pc;TG_diff;TG_pc;TG_diff_pc;TI_diff;TI_pc;TI_diff_pc;UR_diff;UR_pc;UR_diff_pc;VD_diff;VD_pc;VD_diff_pc;VS_diff;VS_pc;VS_diff_pc;ZG_diff;ZG_pc;ZG_diff_pc;ZH_diff;ZH_pc;ZH_diff_pc;CH_diff;CH_pc;CH_diff_pc
2020-02-25;;;;;;;;0;;;;;;;;;;;;;0;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;
2020-02-26;1;;;;;;;1;;2;;;;;;;;;;;1;;;;;;5;;1;;1.47448E-06;;;;;;;;;;;;;;;;;;;;1;2.01919E-06;2.01919E-06;;;;;1.00817E-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.83011E-06;2.83011E-06;;;;;;;;;;;;;;;;5;5.85383E-07;5.85383E-07
2020-02-27;1;;;;;1;;1;;2;1;;;;;;;;;;1;;;;;2;9;;5;0;1.47448E-06;0;;;;;;;;;;;;;;5.13437E-06;;;;;0;2.01919E-06;0;;;;0;1.00817E-05;0;;1.36205E-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.83011E-06;0;;;;;;;;;;;;;;1.31495E-06;;4;1.05369E-06;4.68307E-07
2020-02-28;1;;;1;1;1;;4;;6;1;;;;;;;;;;1;;;1;;2;19;;16;0;1.47448E-06;0;;;;;;;;9.66205E-07;;;3.47063E-06;;0;5.13437E-06;0;;;;3;8.07675E-06;6.05756E-06;;;;4;3.02451E-05;2.01634E-05;0;1.36205E-05;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.83011E-06;0;;;;;;;;2.90736E-06;;;;;0;1.31495E-06;0;10;2.22446E-06;1.17077E-06
2020-02-29;3;;;;2;1;0;8;;6;1;;;;;;;;;;2;;;1;0;6;31;;19;2;4.42343E-06;2.94895E-06;;;;;;;;9.66205E-07;;1;6.94126E-06;3.47063E-06;0;5.13437E-06;0;;0;;4;1.61535E-05;8.07675E-06;;;;0;3.02451E-05;0;0;1.36205E-05;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5.66022E-06;2.83011E-06;;;;;;;0;2.90736E-06;0;;0;;4;3.94486E-06;2.6299E-06;12;3.62938E-06;1.40492E-06
2020-03-01;4;;;2;2;1;1;9;;6;1;;1;;;;;;;;2;;;2;0;7;38;;20;1;5.8979E-06;1.47448E-06;;;;;;;1;1.93241E-06;9.66205E-07;0;6.94126E-06;0;0;5.13437E-06;0;1;3.13761E-06;3.13761E-06;1;1.81727E-05;2.01919E-06;;;;0;3.02451E-05;0;0;1.36205E-05;0;;;;;5.61911E-06;;;;;;;;;;;;;;;;;;;;;;;0;5.66022E-06;0;;;;;;;1;5.81471E-06;2.90736E-06;0;0;0;1;4.60233E-06;6.57476E-07;7;4.44891E-06;8.19537E-07
2020-03-02;7;;;4;2;1;2;10;;9;1;;1;;;1;;;;;4;;;4;0;10;56;;29;3;1.03213E-05;4.42343E-06;;;;;;;2;3.86482E-06;1.93241E-06;0;6.94126E-06;0;0;5.13437E-06;0;1;6.27522E-06;3.13761E-06;1;2.01919E-05;2.01919E-06;;;;3;4.53677E-05;1.51226E-05;0;1.36205E-05;0;;;;0;5.61911E-06;0;;;;;;;;1.96968E-06;;;;;;;;;;;;;;2;1.13204E-05;5.66022E-06;;;;;;;2;1.16294E-05;5.81471E-06;0;0;0;3;6.57476E-06;1.97243E-06;18;6.55629E-06;2.10738E-06
2020-03-03;7;;;;2;3;2;13;;9;1;;1;;;1;;;1;;8;;;4;1;13;70;;36;0;1.03213E-05;0;;;;;;;;3.86482E-06;;0;6.94126E-06;0;2;1.54031E-05;1.02687E-05;0;6.27522E-06;0;3;2.62494E-05;6.05756E-06;;;;0;4.53677E-05;0;0;1.36205E-05;0;;;;0;5.61911E-06;0;;;;;;;0;1.96968E-06;0;;;;;;;;6.28279E-06;;;;;4;2.26409E-05;1.13204E-05;;;;;;;0;1.16294E-05;0;1;7.88413E-06;7.88413E-06;3;8.54719E-06;1.97243E-06;14;8.19537E-06;1.63907E-06
2020-03-04;10;;;6;2;3;4;15;;12;1;1;8;;;1;;;3;;13;;;5;1;15;100;;46;3;1.47448E-05;4.42343E-06;;;;;;;2;5.79723E-06;1.93241E-06;0;6.94126E-06;0;0;1.54031E-05;0;2;1.25504E-05;6.27522E-06;2;3.02878E-05;4.03837E-06;;;;3;6.04903E-05;1.51226E-05;0;1.36205E-05;0;;2.44166E-06;;7;4.49529E-05;3.93338E-05;;;;;;;0;1.96968E-06;0;;;;;;;2;1.88484E-05;1.25656E-05;;;;5;3.67914E-05;1.41506E-05;;;;;;;1;1.45368E-05;2.90736E-06;0;7.88413E-06;0;2;9.86214E-06;1.31495E-06;30;1.17077E-05;3.5123E-06
2020-03-05;11;;1;;6;8;6;20;;14;2;2;9;;;1;;;;1;25;;;6;2;23;146;;50;1;1.62192E-05;1.47448E-06;;;;;1.81048E-05;;;5.79723E-06;;4;2.08238E-05;1.38825E-05;5;4.10749E-05;2.56718E-05;2;1.88257E-05;6.27522E-06;5;4.03837E-05;1.00959E-05;;;;2;7.0572E-05;1.00817E-05;1;2.72409E-05;1.36205E-05;1;4.88333E-06;2.44166E-06;1;5.0572E-05;5.61911E-06;;;;;;;0;1.96968E-06;0;;;;;;;;1.88484E-05;;;3.617E-06;;12;7.07528E-05;3.39613E-05;;;;;;;1;1.74441E-05;2.90736E-06;1;1.57683E-05;7.88413E-06;8;1.51219E-05;5.25981E-06;46;1.70932E-05;5.38553E-06
2020-03-06;12;;1;17;6;15;7;29;;16;3;3;13;;;4;;1;6;1;28;;23;6;3;29;223;;58;1;1.76937E-05;1.47448E-06;;;;0;1.81048E-05;0;11;1.64255E-05;1.06283E-05;0;2.08238E-05;0;7;7.70155E-05;3.59406E-05;1;2.19633E-05;3.13761E-06;9;5.85564E-05;1.81727E-05;;;;2;8.06537E-05;1.00817E-05;1;4.08614E-05;1.36205E-05;1;7.32499E-06;2.44166E-06;4;7.30485E-05;2.24765E-05;;;;;;;3;7.87872E-06;5.90904E-06;;;;;3.6604E-06;;3;3.76967E-05;1.88484E-05;0;3.617E-06;0;3;7.92431E-05;8.49033E-06;;;;;2.87808E-05;;0;1.74441E-05;0;1;2.36524E-05;7.88413E-06;6;1.90668E-05;3.94486E-06;77;2.61081E-05;9.01491E-06
2020-03-07;14;;1;;15;21;7;42;;17;4;4;18;;;4;;;;1;41;;30;7;3;34;287;;59;2;2.06427E-05;2.94895E-06;;;;0;1.81048E-05;0;;1.64255E-05;;9;5.20595E-05;3.12357E-05;6;0.000107822;3.08062E-05;0;2.19633E-05;0;13;8.48058E-05;2.62494E-05;;;;1;8.56946E-05;5.04086E-06;1;5.44818E-05;1.36205E-05;1;9.76665E-06;2.44166E-06;5;0.000101144;2.80956E-05;;;;;;;0;7.87872E-06;0;;;;;3.6604E-06;;;3.76967E-05;;0;3.617E-06;0;13;0.000116035;3.67914E-05;;;;7;3.75401E-05;8.75936E-06;1;2.03515E-05;2.90736E-06;0;2.36524E-05;0;5;2.23542E-05;3.28738E-06;64;3.3601E-05;7.49291E-06
2020-03-08;14;;1;;20;24;7;44;;18;4;4;24;;;5;;;;1;49;;40;14;3;40;336;;73;0;2.06427E-05;0;;;;0;1.81048E-05;0;;1.64255E-05;;5;6.94126E-05;1.73532E-05;3;0.000123225;1.54031E-05;0;2.19633E-05;0;2;8.88442E-05;4.03837E-06;;;;1;9.07354E-05;5.04086E-06;0;5.44818E-05;0;0;9.76665E-06;0;6;0.000134859;3.37147E-05;;;;;;;1;9.84839E-06;1.96968E-06;;;;;3.6604E-06;;;3.76967E-05;;0;3.617E-06;0;8;0.000138675;2.26409E-05;;;;10;5.00535E-05;1.25134E-05;7;4.0703E-05;2.03515E-05;0;2.36524E-05;0;6;2.6299E-05;3.94486E-06;49;3.93378E-05;5.73676E-06
2020-03-09;15;;2;34;21;28;9;59;;18;5;6;27;;;13;;;;2;61;;51;18;10;49;435;;92;1;2.21171E-05;1.47448E-06;;;;1;3.62096E-05;1.81048E-05;17;3.2851E-05;1.64255E-05;1;7.28833E-05;3.47063E-06;4;0.000143762;2.05375E-05;2;2.82385E-05;6.27522E-06;15;0.000119132;3.02878E-05;;;;0;9.07354E-05;0;1;6.81023E-05;1.36205E-05;2;1.465E-05;4.88333E-06;3;0.000151716;1.68573E-05;;;;;;;8;2.56058E-05;1.57574E-05;;;;;3.6604E-06;;;3.76967E-05;;1;7.23401E-06;3.617E-06;12;0.000172637;3.39613E-05;;;;11;6.38182E-05;1.37647E-05;4;5.23324E-05;1.16294E-05;7;7.88413E-05;5.51889E-05;9;3.22163E-05;5.91728E-06;99;5.09284E-05;1.15906E-05
2020-03-10;18;;;;24;33;12;79;1;22;6;7;31;;;14;;;;5;75;;130;23;10;62;595;;149;3;2.65406E-05;4.42343E-06;;;;;3.62096E-05;;;3.2851E-05;;3;8.32952E-05;1.04119E-05;5;0.000169434;2.56718E-05;3;3.76513E-05;9.41283E-06;20;0.000159516;4.03837E-05;;2.47506E-05;;4;0.000110899;2.01634E-05;1;8.17227E-05;1.36205E-05;1;1.70916E-05;2.44166E-06;4;0.000174193;2.24765E-05;;;;;;;1;2.75755E-05;1.96968E-06;;;;;3.6604E-06;;;3.76967E-05;;3;1.8085E-05;1.0851E-05;14;0.000212258;3.96216E-05;;;;79;0.000162674;9.88557E-05;5;6.68692E-05;1.45368E-05;0;7.88413E-05;0;13;4.07635E-05;8.54719E-06;160;6.96606E-05;1.87323E-05
2020-03-11;20;;;;30;49;16;112;1;31;6;8;37;4;;22;1;;;5;108;;203;30;11;101;838;;164;2;2.94895E-05;2.94895E-06;;;;;3.62096E-05;;;3.2851E-05;;6;0.000104119;2.08238E-05;16;0.000251584;8.21499E-05;4;5.02017E-05;1.25504E-05;33;0.000226149;6.66331E-05;0;2.47506E-05;0;9;0.000156267;4.53677E-05;0;8.17227E-05;0;1;1.95333E-05;2.44166E-06;6;0.000207907;3.37147E-05;;9.25433E-05;;;;;8;4.33329E-05;1.57574E-05;;1.21965E-05;;;3.6604E-06;;;3.76967E-05;;0;1.8085E-05;0;33;0.000305652;9.33937E-05;;;;73;0.000254021;9.13476E-05;7;8.72207E-05;2.03515E-05;1;8.67255E-05;7.88413E-06;39;6.64051E-05;2.56416E-05;243;9.81103E-05;2.84496E-05
2020-03-12;27;;5;;31;73;22;153;3;43;9;12;46;5;;30;1;;;7;163;2;277;55;11;140;1156;;196;7;3.98109E-05;1.03213E-05;;;;3;9.0524E-05;5.43144E-05;;3.2851E-05;;1;0.00010759;3.47063E-06;24;0.000374809;0.000123225;6;6.90274E-05;1.88257E-05;41;0.000308936;8.27866E-05;2;7.42519E-05;4.95013E-05;12;0.000216757;6.04903E-05;3;0.000122584;4.08614E-05;4;2.93E-05;9.76665E-06;9;0.000258479;5.0572E-05;1;0.000115679;2.31358E-05;;;;8;5.90904E-05;1.57574E-05;0;1.21965E-05;0;;3.6604E-06;;;3.76967E-05;;2;2.5319E-05;7.23401E-06;55;0.000461308;0.000155656;;5.48953E-05;;74;0.00034662;9.2599E-05;25;0.000159905;7.26839E-05;0;8.67255E-05;0;39;9.20466E-05;2.56416E-05;318;0.000135341;3.72304E-05
2020-03-13;30;;;;48;92;29;224;6;53;10;17;59;5;1;39;1;;9;8;206;;370;71;11;163;1494;;223;3;4.42343E-05;4.42343E-06;;;;;9.0524E-05;;;3.2851E-05;;17;0.00016659;5.90007E-05;19;0.000472362;9.7553E-05;7;9.09907E-05;2.19633E-05;71;0.000452298;0.000143362;3;0.000148504;7.42519E-05;10;0.000267165;5.04086E-05;1;0.000136205;1.36205E-05;5;4.15083E-05;1.22083E-05;13;0.000331528;7.30485E-05;0;0.000115679;0;;2.64264E-05;;9;7.68175E-05;1.77271E-05;0;1.21965E-05;0;;3.6604E-06;;3;5.65451E-05;1.88484E-05;1;2.8936E-05;3.617E-06;43;0.000583003;0.000121695;;5.48953E-05;;93;0.000462995;0.000116374;16;0.000206422;4.65177E-05;0;8.67255E-05;0;23;0.000107169;1.51219E-05;338;0.000174913;3.95719E-05
2020-03-14;33;2;;;54;100;36;343;8;56;15;19;68;5;;46;1;;;11;265;;477;92;13;218;1914;;329;3;4.86577E-05;4.42343E-06;;0.000123877;;;9.0524E-05;;;3.2851E-05;;6;0.000187414;2.08238E-05;8;0.000513437;4.10749E-05;7;0.000112954;2.19633E-05;119;0.000692581;0.000240283;2;0.000198005;4.95013E-05;3;0.000282288;1.51226E-05;5;0.000204307;6.81023E-05;2;4.63916E-05;4.88333E-06;9;0.0003821;5.0572E-05;0;0.000115679;0;;2.64264E-05;;7;9.06052E-05;1.37878E-05;0;1.21965E-05;0;;3.6604E-06;;;5.65451E-05;;3;3.9787E-05;1.0851E-05;59;0.000749979;0.000166977;;5.48953E-05;;107;0.000596888;0.000133893;21;0.000267477;6.10545E-05;2;0.000102494;1.57683E-05;55;0.00014333;3.61612E-05;420;0.000224085;4.91722E-05
2020-03-15;43;;;;62;;40;425;10;71;16;25;74;8;;49;1;;13;13;293;;566;103;13;250;2220;;368;10;6.34025E-05;1.47448E-05;;0.000123877;;;9.0524E-05;;;3.2851E-05;;8;0.000215179;2.77651E-05;;0.000513437;;4;0.000125504;1.25504E-05;82;0.000858154;0.000165573;2;0.000247506;4.95013E-05;15;0.000357901;7.56128E-05;1;0.000217927;1.36205E-05;6;6.10416E-05;1.465E-05;6;0.000415814;3.37147E-05;3;0.000185087;6.94075E-05;;2.64264E-05;;3;9.65143E-05;5.90904E-06;0;1.21965E-05;0;;3.6604E-06;;4;8.16762E-05;2.51312E-05;2;4.7021E-05;7.23401E-06;28;0.000829223;7.92431E-05;;5.48953E-05;;89;0.000708257;0.000111369;11;0.000299458;3.19809E-05;0;0.000102494;0;32;0.000164369;2.10392E-05;306;0.00025991;3.58255E-05
2020-03-16;56;4;;123;85;143;45;549;10;84;19;33;93;10;;77;2;;;20;368;;797;162;20;326;3048;;477;13;8.25707E-05;1.91682E-05;2;0.000247755;0.000123877;;9.0524E-05;;89;0.000118843;8.59922E-05;23;0.000295004;7.98245E-05;43;0.000734214;0.000220778;5;0.000141192;1.5688E-05;124;0.001108533;0.000250379;0;0.000247506;0;13;0.000423432;6.55311E-05;3;0.000258789;4.08614E-05;8;8.05749E-05;1.95333E-05;19;0.000522578;0.000106763;2;0.000231358;4.62717E-05;;2.64264E-05;;28;0.000151665;5.5151E-05;1;2.43929E-05;1.21965E-05;;3.6604E-06;;;8.16762E-05;;7;7.23401E-05;2.5319E-05;75;0.001041481;0.000212258;;5.48953E-05;;231;0.000997316;0.000289059;59;0.000470992;0.000171534;7;0.000157683;5.51889E-05;76;0.000214337;4.99682E-05;828;0.00035685;9.69395E-05
2020-03-17;69;5;;;98;164;59;701;12;101;26;46;114;12;;106;2;;;27;426;;1040;215;29;429;3826;;577;13;0.000101739;1.91682E-05;1;0.000309693;6.19387E-05;;9.0524E-05;;;0.000118843;;13;0.000340122;4.51182E-05;21;0.000842036;0.000107822;14;0.000185119;4.39265E-05;152;0.00141545;0.000306916;2;0.000297008;4.95013E-05;17;0.000509126;8.56946E-05;7;0.000354132;9.53432E-05;13;0.000112316;3.17416E-05;21;0.000640579;0.000118001;2;0.00027763;4.62717E-05;;2.64264E-05;;29;0.000208786;5.71207E-05;0;2.43929E-05;0;;3.6604E-06;;;8.16762E-05;;7;9.76591E-05;2.5319E-05;58;0.001205627;0.000164146;;5.48953E-05;;243;0.001301391;0.000304075;53;0.000625082;0.00015409;9;0.00022864;7.09572E-05;103;0.000282057;6.772E-05;778;0.000447935;9.10857E-05
2020-03-18;96;;11;193;125;181;86;911;14;128;27;61;146;18;;133;8;;;42;511;5;1304;297;33;568;4918;;636;27;0.00014155;3.98109E-05;;0.000309693;;6;0.000199153;0.000108629;70;0.000186478;6.76344E-05;27;0.000433829;9.37071E-05;17;0.00092932;8.72842E-05;27;0.000269834;8.47155E-05;210;0.001839479;0.000424029;2;0.000346509;4.95013E-05;27;0.00064523;0.000136103;1;0.000367752;1.36205E-05;15;0.000148941;3.66249E-05;32;0.000820391;0.000179812;6;0.000416445;0.000138815;;2.64264E-05;;27;0.000261967;5.31813E-05;6;9.75717E-05;7.31788E-05;;3.6604E-06;;;8.16762E-05;;15;0.000151914;5.4255E-05;85;0.001446187;0.000240559;3;0.000137238;8.23429E-05;264;0.001631744;0.000330353;82;0.000863485;0.000238403;4;0.000260176;3.15365E-05;139;0.000373446;9.13892E-05;1092;0.000575783;0.000127848
2020-03-19;134;6;;282;143;220;110;1139;16;182;32;75;175;25;;153;12;;;49;638;7;1515;335;37;679;5990;60;759;38;0.00019758;5.60301E-05;1;0.000371632;6.19387E-05;;0.000199153;;89;0.00027247;8.59922E-05;18;0.0004963;6.24714E-05;39;0.001129561;0.00020024;24;0.000345137;7.53026E-05;228;0.002299853;0.000460374;2;0.00039601;4.95013E-05;54;0.000917436;0.000272206;5;0.000435854;6.81023E-05;14;0.000183125;3.41833E-05;29;0.000983345;0.000162954;7;0.000578396;0.000161951;;2.64264E-05;;20;0.000301361;3.93936E-05;4;0.000146358;4.87858E-05;;3.6604E-06;;;8.16762E-05;;7;0.000177233;2.5319E-05;127;0.001805611;0.000359424;2;0.000192134;5.48953E-05;211;0.001895776;0.000264032;38;0.000973965;0.00011048;4;0.000291713;3.15365E-05;111;0.000446426;7.29798E-05;1072;0.000701289;0.000125506
2020-03-20;175;;;377;194;270;144;1307;20;226;38;94;189;28;;192;17;66;;57;849;7;1756;430;48;711;7226;78;856;41;0.000258033;6.04535E-05;;0.000371632;;;0.000199153;;95;0.000364259;9.17895E-05;51;0.000673303;0.000177002;50;0.001386279;0.000256718;34;0.000451816;0.000106679;168;0.002639077;0.000339223;4;0.000495013;9.90025E-05;44;0.001139233;0.000221798;6;0.000517577;8.17227E-05;19;0.000229516;4.63916E-05;14;0.001062013;7.86676E-05;3;0.000647803;6.94075E-05;;2.64264E-05;;39;0.000378178;7.68175E-05;5;0.00020734;6.09823E-05;65;0.000241587;0.000237926;;8.16762E-05;;8;0.000206169;2.8936E-05;211;0.002402764;0.000597153;0;0.000192134;0;241;0.002197348;0.000301572;95;0.001250164;0.000276199;11;0.000378438;8.67255E-05;32;0.000467465;2.10392E-05;1236;0.000845996;0.000144707
2020-03-21;223;;;418;292;297;166;1445;25;258;49;117;200;33;;201;28;;;71;916;12;1875;481;53;919;8176;83;999;48;0.000328808;7.07749E-05;;0.000371632;;;0.000199153;;41;0.000403874;3.96144E-05;98;0.001013424;0.000340122;27;0.001524907;0.000138628;22;0.000520843;6.90274E-05;138;0.002917724;0.000278648;5;0.000618766;0.000123753;32;0.001300541;0.000161307;11;0.000667402;0.000149825;23;0.000285675;5.61582E-05;11;0.001123823;6.18103E-05;5;0.000763482;0.000115679;;2.64264E-05;;9;0.000395905;1.77271E-05;11;0.000341501;0.000134161;;0.000241587;;;8.16762E-05;;14;0.000256807;5.0638E-05;67;0.002592382;0.000189617;5;0.000329372;0.000137238;119;0.002346258;0.000148909;51;0.001398439;0.000148275;5;0.000417859;3.94207E-05;208;0.00060422;0.000136755;950;0.000957219;0.000111223
2020-03-22;235;;;;299;356;201;1549;29;284;51;136;216;36;;212;30;;;78;945;;1977;518;53;978;8710;110;1148;12;0.000346502;1.76937E-05;;0.000371632;;;0.000199153;;;0.000403874;;7;0.001037719;2.42944E-05;59;0.001827834;0.000302928;35;0.000630659;0.000109816;104;0.00312772;0.000209995;4;0.000717768;9.90025E-05;26;0.001431603;0.000131062;2;0.000694643;2.72409E-05;19;0.000332066;4.63916E-05;16;0.001213729;8.99058E-05;3;0.00083289;6.94075E-05;;2.64264E-05;;11;0.000417572;2.16665E-05;2;0.000365894;2.43929E-05;;0.000241587;;;8.16762E-05;;7;0.000282126;2.5319E-05;29;0.002674455;8.20732E-05;;0.000329372;;102;0.002473894;0.000127636;37;0.001506011;0.000107572;0;0.000417859;0;59;0.000643012;3.87911E-05;534;0.001019738;6.2519E-05
2020-03-23;245;;30;470;312;374;224;1703;31;300;57;178;247;39;24;261;32;95;;84;1162;22;2283;614;53;1067;9926;127;1273;10;0.000361247;1.47448E-05;;0.000371632;;19;0.000543144;0.000343991;52;0.000454116;5.02427E-05;13;0.001082837;4.51182E-05;18;0.001920253;9.24186E-05;23;0.000702824;7.2165E-05;154;0.003438674;0.000310955;2;0.00076727;4.95013E-05;16;0.001512257;8.06537E-05;6;0.000776366;8.17227E-05;42;0.000434616;0.00010255;31;0.001387921;0.000174193;3;0.000902297;6.94075E-05;23;0.000634233;0.000607806;49;0.000514086;9.65143E-05;2;0.000390287;2.43929E-05;29;0.000347738;0.000106152;;8.16762E-05;;6;0.000303828;2.1702E-05;217;0.003288589;0.000614134;10;0.000603848;0.000274476;306;0.002856803;0.000382909;96;0.001785117;0.000279106;0;0.000417859;0;89;0.000701527;5.85154E-05;1216;0.001162103;0.000142365
2020-03-24;283;8;33;532;317;410;253;1820;33;343;76;211;265;42;25;290;34;104;97;93;1209;25;2548;715;72;1213;11051;138;1421;38;0.000417277;5.60301E-05;2;0.000495509;0.000123877;3;0.000597458;5.43144E-05;62;0.000514021;5.99047E-05;5;0.00110019;1.73532E-05;36;0.00210509;0.000184837;29;0.000793815;9.09907E-05;117;0.003674919;0.000236245;2;0.000816771;4.95013E-05;43;0.001729014;0.000216757;19;0.001035154;0.000258789;33;0.000515191;8.05749E-05;18;0.001489065;0.000101144;3;0.000971705;6.94075E-05;1;0.000660659;2.64264E-05;29;0.000571207;5.71207E-05;2;0.00041468;2.43929E-05;9;0.000380682;3.29436E-05;84;0.00060943;0.000527754;9;0.000336381;3.2553E-05;47;0.003421605;0.000133015;3;0.000686191;8.23429E-05;265;0.003188408;0.000331604;101;0.00207876;0.000293643;19;0.000567658;0.000149799;146;0.000797518;9.59915E-05;1125;0.001293814;0.000131711
2020-03-25;318;9;34;624;353;462;291;1959;40;393;89;233;280;44;27;320;35;129;;110;1354;;2740;784;80;1357;12187;146;1548;35;0.000468883;5.16067E-05;1;0.000557448;6.19387E-05;1;0.000615563;1.81048E-05;92;0.000602912;8.88909E-05;36;0.001225133;0.000124943;52;0.002372077;0.000266987;38;0.000913044;0.000119229;139;0.003955586;0.000280667;7;0.000990025;0.000173254;50;0.001981056;0.000252043;13;0.00121222;0.000177066;22;0.000568907;5.37166E-05;15;0.001573352;8.42867E-05;2;0.001017977;4.62717E-05;2;0.000713512;5.28527E-05;30;0.000630297;5.90904E-05;1;0.000426876;1.21965E-05;25;0.000472192;9.15101E-05;;0.00060943;;17;0.00039787;6.1489E-05;145;0.003831971;0.000410366;;0.000686191;;192;0.003428664;0.000240257;69;0.002279368;0.000200608;8;0.000630731;6.30731E-05;144;0.000892195;9.46765E-05;1136;0.001426814;0.000132999
2020-03-26;367;11;42;660;434;501;307;2160;43;433;97;252;299;48;30;351;36;141;107;115;1401;38;2945;860;87;1489;13254;156;1669;49;0.000541133;7.22493E-05;2;0.000681325;0.000123877;8;0.000760401;0.000144838;36;0.000637695;3.47834E-05;81;0.001506254;0.000281121;39;0.002572318;0.00020024;16;0.000963246;5.02017E-05;201;0.004361442;0.000405856;3;0.001064277;7.42519E-05;40;0.002182691;0.000201634;8;0.001321184;0.000108964;19;0.000615299;4.63916E-05;19;0.001680115;0.000106763;4;0.00111052;9.25433E-05;3;0.000792791;7.92791E-05;31;0.000691357;6.106E-05;1;0.000439073;1.21965E-05;12;0.000516117;4.39248E-05;10;0.000672258;6.28279E-05;5;0.000415955;1.8085E-05;47;0.003964986;0.000133015;13;0.00104301;0.000356819;205;0.003685189;0.000256524;76;0.002500327;0.000220959;7;0.00068592;5.51889E-05;132;0.000978982;8.67868E-05;1067;0.001551734;0.000124921
2020-03-27;407;12;44;718;478;530;367;2321;47;474;110;316;316;54;37;386;37;157;119;129;1688;40;3179;952;94;1616;14628;171;1851;40;0.000600112;5.8979E-05;1;0.000743264;6.19387E-05;2;0.000796611;3.62096E-05;58;0.000693735;5.60399E-05;44;0.001658962;0.000152708;29;0.002721214;0.000148897;60;0.001151503;0.000188257;161;0.004686531;0.000325089;4;0.00116328;9.90025E-05;41;0.002389366;0.000206675;13;0.00149825;0.000177066;64;0.000771565;0.000156266;17;0.00177564;9.55249E-05;6;0.001249335;0.000138815;7;0.000977775;0.000184985;35;0.000760296;6.89388E-05;1;0.000451269;1.21965E-05;16;0.000574683;5.85664E-05;12;0.000747652;7.53935E-05;14;0.000466593;5.0638E-05;287;0.004777228;0.000812242;2;0.001097906;5.48953E-05;234;0.003978001;0.000292813;92;0.002767804;0.000267477;7;0.000741109;5.51889E-05;127;0.001062481;8.34995E-05;1374;0.001712598;0.000160863
2020-03-28;444;13;45;767;514;569;419;2527;47;495;115;333;337;55;;394;40;173;122;138;1727;48;3310;998;101;1690;15458;187;1949;37;0.000654667;5.45556E-05;1;0.000805203;6.19387E-05;1;0.000814716;1.81048E-05;49;0.000741079;4.7344E-05;36;0.001783905;0.000124943;39;0.002921454;0.00020024;52;0.001314658;0.000163156;206;0.005102484;0.000415952;0;0.00116328;0;21;0.002495224;0.000105858;5;0.001566352;6.81023E-05;17;0.000813074;4.15083E-05;21;0.001893641;0.000118001;1;0.001272471;2.31358E-05;;0.000977775;;8;0.000776053;1.57574E-05;3;0.000487858;3.65894E-05;16;0.00063325;5.85664E-05;3;0.0007665;1.88484E-05;9;0.000499146;3.2553E-05;39;0.004887602;0.000110374;8;0.001317487;0.000219581;131;0.004141927;0.000163925;46;0.002901542;0.000133738;7;0.000796298;5.51889E-05;74;0.001111134;4.86532E-05;830;0.001809771;9.71737E-05
2020-03-29;485;;48;798;524;605;440;2638;50;519;118;346;346;59;;396;41;190;128;146;1837;50;3395;1032;101;1722;16064;194;2061;41;0.000715121;6.04535E-05;;0.000805203;;3;0.00086903;5.43144E-05;31;0.000771032;2.99524E-05;10;0.001818611;3.47063E-05;36;0.003106292;0.000184837;21;0.001380548;6.58898E-05;111;0.005326613;0.00022413;3;0.001237532;7.42519E-05;24;0.002616204;0.000120981;3;0.001607213;4.08614E-05;13;0.000844815;3.17416E-05;9;0.001944213;5.0572E-05;4;0.001365014;9.25433E-05;;0.000977775;;2;0.000779993;3.93936E-06;1;0.000500055;1.21965E-05;17;0.000695476;6.22268E-05;6;0.000804197;3.76967E-05;8;0.000528082;2.8936E-05;110;0.005198914;0.000311312;2;0.001372382;5.48953E-05;85;0.00424829;0.000106364;34;0.003000392;9.88501E-05;0;0.000796298;0;32;0.001132174;2.10392E-05;606;0.00188072;7.09485E-05
