Date;AG;AI;AR;BE;BL;BS;FR;GE;GL;GR;JU;LU;NE;NW;OW;SG;SH;SO;SZ;TG;TI;UR;VD;VS;ZG;ZH;CH;Hospitalized_ZH;Hospitalized_CH;AG_diff;AG_pc;AG_diff_pc;AI_diff;AI_pc;AI_diff_pc;AR_diff;AR_pc;AR_diff_pc;BE_diff;BE_pc;BE_diff_pc;BL_diff;BL_pc;BL_diff_pc;BS_diff;BS_pc;BS_diff_pc;FR_diff;FR_pc;FR_diff_pc;GE_diff;GE_pc;GE_diff_pc;GL_diff;GL_pc;GL_diff_pc;GR_diff;GR_pc;GR_diff_pc;JU_diff;JU_pc;JU_diff_pc;LU_diff;LU_pc;LU_diff_pc;NE_diff;NE_pc;NE_diff_pc;NW_diff;NW_pc;NW_diff_pc;OW_diff;OW_pc;OW_diff_pc;SG_diff;SG_pc;SG_diff_pc;SH_diff;SH_pc;SH_diff_pc;SO_diff;SO_pc;SO_diff_pc;SZ_diff;SZ_pc;SZ_diff_pc;TG_diff;TG_pc;TG_diff_pc;TI_diff;TI_pc;TI_diff_pc;UR_diff;UR_pc;UR_diff_pc;VD_diff;VD_pc;VD_diff_pc;VS_diff;VS_pc;VS_diff_pc;ZG_diff;ZG_pc;ZG_diff_pc;ZH_diff;ZH_pc;ZH_diff_pc;CH_diff;CH_pc;CH_diff_pc
2020-05-07;1148;;97;1809;870;965;1113;5263;125;818;196;688;704;115;79;784;76;406;305;373;3253;92;5359;1875;192;3512;30242;50;725;4;0.001692699;5.8979E-06;;0.001548467;;0;0.001756165;0;5;0.001747865;4.83103E-06;3;0.003019449;1.04119E-05;3;0.004954664;1.54031E-05;8;0.003492159;2.51009E-05;7;0.010626978;1.41343E-05;0;0.00309383;0;0;0.00412342;0;0;0.002669609;0;3;0.001679864;7.32499E-06;4;0.003955856;2.24765E-05;2;0.002660621;4.62717E-05;0;0.002087683;0;0;0.001544228;0;1;0.000926931;1.21965E-05;3;0.001486123;1.09812E-05;0;0.00191625;0;0;0.001349142;0;8;0.009206352;2.26409E-05;1;0.002525183;2.74476E-05;5;0.006705917;6.25669E-06;1;0.005451295;2.90736E-06;1;0.001513754;7.88413E-06;10;0.002309056;6.57476E-06;69;0.003540633;8.07829E-06
2020-05-08;1152;;97;1818;871;966;1115;5269;125;819;197;689;710;115;79;786;76;407;305;373;3257;92;5370;1879;192;3522;30306;47;678;4;0.001698596;5.8979E-06;;0.001548467;;0;0.001756165;0;9;0.001756561;8.69585E-06;1;0.00302292;3.47063E-06;1;0.004959798;5.13437E-06;2;0.003498434;6.27522E-06;6;0.010639093;1.21151E-05;0;0.00309383;0;1;0.004128461;5.04086E-06;1;0.002683229;1.36205E-05;1;0.001682306;2.44166E-06;6;0.003989571;3.37147E-05;0;0.002660621;0;0;0.002087683;0;2;0.001548168;3.93936E-06;0;0.000926931;0;1;0.001489784;3.6604E-06;0;0.00191625;0;0;0.001349142;0;4;0.009217672;1.13204E-05;0;0.002525183;0;11;0.006719682;1.37647E-05;4;0.005462924;1.16294E-05;0;0.001513754;0;10;0.002315631;6.57476E-06;64;0.003548126;7.49291E-06
2020-05-09;1154;25;;1825;872;967;1119;5278;126;820;197;689;710;115;;786;76;;306;374;3260;92;5377;1880;193;3527;30351;37;645;2;0.001701545;2.94895E-06;0;0.001548467;0;;0.001756165;;7;0.001763324;6.76344E-06;1;0.003026391;3.47063E-06;1;0.004964932;5.13437E-06;4;0.003510985;1.25504E-05;9;0.010657265;1.81727E-05;1;0.00311858;2.47506E-05;1;0.004133502;5.04086E-06;0;0.002683229;0;0;0.001682306;0;0;0.003989571;0;0;0.002660621;0;;0.002087683;;0;0.001548168;0;0;0.000926931;0;;0.001489784;;1;0.001922533;6.28279E-06;1;0.001352759;3.617E-06;3;0.009226163;8.49033E-06;0;0.002525183;0;7;0.006728441;8.75936E-06;1;0.005465831;2.90736E-06;1;0.001521638;7.88413E-06;5;0.002318918;3.28738E-06;45;0.003553395;5.26845E-06
2020-05-10;1161;;;1832;873;968;1124;5279;126;820;197;689;712;115;;786;78;;;374;3265;92;5378;1881;193;3530;30387;40;633;7;0.001711867;1.03213E-05;;0.001548467;;;0.001756165;;7;0.001770088;6.76344E-06;1;0.003029861;3.47063E-06;1;0.004970067;5.13437E-06;5;0.003526673;1.5688E-05;1;0.010659285;2.01919E-06;0;0.00311858;0;0;0.004133502;0;0;0.002683229;0;0;0.001682306;0;2;0.004000809;1.12382E-05;0;0.002660621;0;;0.002087683;;0;0.001548168;0;2;0.000951324;2.43929E-05;;0.001489784;;;0.001922533;;0;0.001352759;0;5;0.009240313;1.41506E-05;0;0.002525183;0;1;0.006729692;1.25134E-06;1;0.005468739;2.90736E-06;0;0.001521638;0;3;0.00232089;1.97243E-06;36;0.003557609;4.21476E-06
2020-05-11;1165;25;98;1835;873;970;1127;5284;127;820;197;690;714;117;79;787;78;420;306;374;3268;92;5385;1885;193;3535;30444;44;622;4;0.001717765;5.8979E-06;0;0.001548467;0;1;0.001774269;1.81048E-05;3;0.001772986;2.89862E-06;0;0.003029861;0;2;0.004980335;1.02687E-05;3;0.003536086;9.41283E-06;5;0.01066938;1.00959E-05;1;0.003143331;2.47506E-05;0;0.004133502;0;0;0.002683229;0;1;0.001684747;2.44166E-06;2;0.004012047;1.12382E-05;2;0.002706892;4.62717E-05;0;0.002087683;0;1;0.001550137;1.96968E-06;0;0.000951324;0;13;0.001537369;4.75852E-05;0;0.001922533;0;0;0.001352759;0;3;0.009248804;8.49033E-06;0;0.002525183;0;7;0.006738452;8.75936E-06;4;0.005480368;1.16294E-05;0;0.001521638;0;5;0.002324178;3.28738E-06;57;0.003564283;6.67337E-06
2020-05-12;1167;25;98;1840;874;970;1136;5294;127;821;197;691;716;118;79;787;78;421;306;374;3268;92;5395;1885;194;3537;30490;44;610;2;0.001720714;2.94895E-06;0;0.001548467;0;0;0.001774269;0;5;0.001777817;4.83103E-06;1;0.003033332;3.47063E-06;0;0.004980335;0;9;0.003564324;2.82385E-05;10;0.010689572;2.01919E-05;0;0.003143331;0;1;0.004138543;5.04086E-06;0;0.002683229;0;1;0.001687189;2.44166E-06;2;0.004023286;1.12382E-05;1;0.002730028;2.31358E-05;0;0.002087683;0;0;0.001550137;0;0;0.000951324;0;1;0.001541029;3.6604E-06;0;0.001922533;0;0;0.001352759;0;0;0.009248804;0;0;0.002525183;0;10;0.006750965;1.25134E-05;0;0.005480368;0;1;0.001529522;7.88413E-06;2;0.002325493;1.31495E-06;46;0.003569668;5.38553E-06
2020-05-13;1172;;;1843;874;970;1139;5298;127;822;197;691;716;120;79;788;78;423;306;376;3272;92;5404;1886;195;3543;30534;38;562;5;0.001728086;7.37238E-06;;0.001548467;;;0.001774269;;3;0.001780716;2.89862E-06;0;0.003033332;0;0;0.004980335;0;3;0.003573737;9.41283E-06;4;0.010697649;8.07675E-06;0;0.003143331;0;1;0.004143584;5.04086E-06;0;0.002683229;0;0;0.001687189;0;0;0.004023286;0;2;0.0027763;4.62717E-05;0;0.002087683;0;1;0.001552107;1.96968E-06;0;0.000951324;0;2;0.00154835;7.3208E-06;0;0.001922533;0;2;0.001359993;7.23401E-06;4;0.009260124;1.13204E-05;0;0.002525183;0;9;0.006762227;1.1262E-05;1;0.005483275;2.90736E-06;1;0.001537406;7.88413E-06;6;0.002329438;3.94486E-06;44;0.00357482;5.15137E-06
2020-05-14;1176;25;;1847;874;971;1141;5305;128;823;197;693;716;122;79;788;78;425;307;377;3272;92;5409;1888;197;3548;30576;36;526;4;0.001733984;5.8979E-06;0;0.001548467;0;;0.001774269;;4;0.001784581;3.86482E-06;0;0.003033332;0;1;0.00498547;5.13437E-06;2;0.003580012;6.27522E-06;7;0.010711783;1.41343E-05;1;0.003168082;2.47506E-05;1;0.004148625;5.04086E-06;0;0.002683229;0;2;0.001692072;4.88333E-06;0;0.004023286;0;2;0.002822571;4.62717E-05;0;0.002087683;0;0;0.001552107;0;0;0.000951324;0;2;0.001555671;7.3208E-06;1;0.001928816;6.28279E-06;1;0.00136361;3.617E-06;0;0.009260124;0;0;0.002525183;0;5;0.006768484;6.25669E-06;2;0.00548909;5.81471E-06;2;0.001553175;1.57683E-05;5;0.002332725;3.28738E-06;42;0.003579737;4.91722E-06
2020-05-15;1180;;99;1852;874;972;1143;5310;128;823;197;697;716;122;79;788;78;427;307;377;3279;;5413;1897;198;3550;30623;33;493;4;0.001739882;5.8979E-06;;0.001548467;;1;0.001792374;1.81048E-05;5;0.001789412;4.83103E-06;0;0.003033332;0;1;0.004990604;5.13437E-06;2;0.003586287;6.27522E-06;5;0.010721879;1.00959E-05;0;0.003168082;0;0;0.004148625;0;0;0.002683229;0;4;0.001701839;9.76665E-06;0;0.004023286;0;0;0.002822571;0;0;0.002087683;0;0;0.001552107;0;0;0.000951324;0;2;0.001562992;7.3208E-06;0;0.001928816;0;0;0.00136361;0;7;0.009279935;1.98108E-05;;0.002525183;;4;0.006773489;5.00535E-06;9;0.005515256;2.61662E-05;1;0.001561059;7.88413E-06;2;0.00233404;1.31495E-06;47;0.003585239;5.5026E-06
2020-05-16;1182;25;;1860;875;974;1144;5312;;823;197;700;716;123;;789;78;;307;377;3280;93;5413;1900;199;3555;30655;32;477;2;0.001742831;2.94895E-06;0;0.001548467;0;;0.001792374;;8;0.001797141;7.72964E-06;1;0.003036803;3.47063E-06;2;0.005000873;1.02687E-05;1;0.003589425;3.13761E-06;2;0.010725918;4.03837E-06;;0.003168082;;0;0.004148625;0;0;0.002683229;0;3;0.001709164;7.32499E-06;0;0.004023286;0;1;0.002845707;2.31358E-05;;0.002087683;;1;0.001554077;1.96968E-06;0;0.000951324;0;;0.001562992;;0;0.001928816;0;0;0.00136361;0;1;0.009282765;2.83011E-06;1;0.002552631;2.74476E-05;0;0.006773489;0;3;0.005523978;8.72207E-06;1;0.001568943;7.88413E-06;5;0.002337327;3.28738E-06;32;0.003588986;3.74645E-06
2020-05-17;1185;;;1860;875;974;1145;5313;;823;197;701;718;123;;789;78;;307;377;3284;93;5415;1900;199;3557;30671;33;479;3;0.001747254;4.42343E-06;;0.001548467;;;0.001792374;;0;0.001797141;0;0;0.003036803;0;0;0.005000873;0;1;0.003592563;3.13761E-06;1;0.010727937;2.01919E-06;;0.003168082;;0;0.004148625;0;0;0.002683229;0;1;0.001711605;2.44166E-06;2;0.004034524;1.12382E-05;0;0.002845707;0;;0.002087683;;0;0.001554077;0;0;0.000951324;0;;0.001562992;;0;0.001928816;0;0;0.00136361;0;4;0.009294085;1.13204E-05;0;0.002552631;0;2;0.006775992;2.50267E-06;0;0.005523978;0;0;0.001568943;0;2;0.002338642;1.31495E-06;16;0.003590859;1.87323E-06
2020-05-18;1187;;99;1863;875;974;1145;5314;128;824;197;703;719;123;79;790;78;432;307;377;3285;93;5419;1902;199;3561;30698;33;462;2;0.001750203;2.94895E-06;;0.001548467;;0;0.001792374;0;3;0.00180004;2.89862E-06;0;0.003036803;0;0;0.005000873;0;0;0.003592563;0;1;0.010729956;2.01919E-06;0;0.003168082;0;1;0.004153665;5.04086E-06;0;0.002683229;0;2;0.001716489;4.88333E-06;1;0.004040143;5.61911E-06;0;0.002845707;0;0;0.002087683;0;1;0.001556046;1.96968E-06;0;0.000951324;0;5;0.001581294;1.8302E-05;0;0.001928816;0;0;0.00136361;0;1;0.009296915;2.83011E-06;0;0.002552631;0;4;0.006780997;5.00535E-06;2;0.005529793;5.81471E-06;0;0.001568943;0;4;0.002341272;2.6299E-06;27;0.00359402;3.16107E-06
2020-05-19;1194;;;1865;875;975;1145;5316;128;824;198;707;721;123;80;790;78;434;307;377;3285;93;5423;1903;199;3565;30729;30;287;7;0.001760524;1.03213E-05;;0.001548467;;;0.001792374;;2;0.001801972;1.93241E-06;0;0.003036803;0;1;0.005006007;5.13437E-06;0;0.003592563;0;2;0.010733994;4.03837E-06;0;0.003168082;0;0;0.004153665;0;1;0.00269685;1.36205E-05;4;0.001726255;9.76665E-06;2;0.004051381;1.12382E-05;0;0.002845707;0;1;0.002114109;2.64264E-05;0;0.001556046;0;0;0.000951324;0;2;0.001588615;7.3208E-06;0;0.001928816;0;0;0.00136361;0;0;0.009296915;0;0;0.002552631;0;4;0.006786003;5.00535E-06;1;0.0055327;2.90736E-06;0;0.001568943;0;4;0.002343902;2.6299E-06;31;0.00359765;3.62938E-06
2020-05-20;1195;25;99;1867;875;976;1150;5323;128;825;198;710;723;123;82;790;78;436;307;377;3287;93;5427;1903;199;3568;30764;29;268;1;0.001761999;1.47448E-06;0;0.001548467;0;0;0.001792374;0;2;0.001803905;1.93241E-06;0;0.003036803;0;1;0.005011142;5.13437E-06;5;0.003608251;1.5688E-05;7;0.010748129;1.41343E-05;0;0.003168082;0;1;0.004158706;5.04086E-06;0;0.00269685;0;3;0.00173358;7.32499E-06;2;0.004062619;1.12382E-05;0;0.002845707;0;2;0.002166962;5.28527E-05;0;0.001556046;0;0;0.000951324;0;2;0.001595935;7.3208E-06;0;0.001928816;0;0;0.00136361;0;2;0.009302576;5.66022E-06;0;0.002552631;0;4;0.006791008;5.00535E-06;0;0.0055327;0;0;0.001568943;0;3;0.002345874;1.97243E-06;35;0.003601747;4.09768E-06
2020-05-21;1195;;;1869;875;976;1150;5329;128;825;199;710;723;123;;790;78;439;307;377;3301;93;5427;1904;199;3569;30792;25;260;0;0.001761999;0;;0.001548467;;;0.001792374;;2;0.001805837;1.93241E-06;0;0.003036803;0;0;0.005011142;0;0;0.003608251;0;6;0.010760244;1.21151E-05;0;0.003168082;0;0;0.004158706;0;1;0.00271047;1.36205E-05;0;0.00173358;0;0;0.004062619;0;0;0.002845707;0;;0.002166962;;0;0.001556046;0;0;0.000951324;0;3;0.001606917;1.09812E-05;0;0.001928816;0;0;0.00136361;0;14;0.009342197;3.96216E-05;0;0.002552631;0;0;0.006791008;0;1;0.005535608;2.90736E-06;0;0.001568943;0;1;0.002346532;6.57476E-07;28;0.003605025;3.27815E-06
2020-05-22;1197;;99;1874;875;976;1150;5331;128;826;199;710;723;123;;790;78;;307;378;3304;93;5432;1904;199;3571;30813;31;241;2;0.001764948;2.94895E-06;;0.001548467;;0;0.001792374;0;5;0.001810668;4.83103E-06;0;0.003036803;0;0;0.005011142;0;0;0.003608251;0;2;0.010764282;4.03837E-06;0;0.003168082;0;1;0.004163747;5.04086E-06;0;0.00271047;0;0;0.00173358;0;0;0.004062619;0;0;0.002845707;0;;0.002166962;;0;0.001556046;0;0;0.000951324;0;;0.001606917;;0;0.001928816;0;1;0.001367227;3.617E-06;3;0.009350688;8.49033E-06;0;0.002552631;0;5;0.006797265;6.25669E-06;0;0.005535608;0;0;0.001568943;0;2;0.002347847;1.31495E-06;21;0.003607484;2.45861E-06
2020-05-23;1198;;;1878;875;976;1152;5333;;826;199;710;724;123;;790;;;307;378;3304;93;5438;1904;201;3573;30833;26;230;1;0.001766422;1.47448E-06;;0.001548467;;;0.001792374;;4;0.001814533;3.86482E-06;0;0.003036803;0;0;0.005011142;0;2;0.003614526;6.27522E-06;2;0.010768321;4.03837E-06;;0.003168082;;0;0.004163747;0;0;0.00271047;0;0;0.00173358;0;1;0.004068239;5.61911E-06;0;0.002845707;0;;0.002166962;;0;0.001556046;0;;0.000951324;;;0.001606917;;0;0.001928816;0;0;0.001367227;0;0;0.009350688;0;0;0.002552631;0;6;0.006804773;7.50802E-06;0;0.005535608;0;2;0.001584711;1.57683E-05;2;0.002349162;1.31495E-06;20;0.003609826;2.34153E-06
2020-05-24;1198;25;;1881;875;976;1153;5333;;826;199;710;724;123;;790;;;307;378;3305;93;5440;1905;202;3574;30843;28;237;0;0.001766422;0;0;0.001548467;0;;0.001792374;;3;0.001817432;2.89862E-06;0;0.003036803;0;0;0.005011142;0;1;0.003617663;3.13761E-06;0;0.010768321;0;;0.003168082;;0;0.004163747;0;0;0.00271047;0;0;0.00173358;0;0;0.004068239;0;0;0.002845707;0;;0.002166962;;0;0.001556046;0;;0.000951324;;;0.001606917;;0;0.001928816;0;0;0.001367227;0;1;0.009353518;2.83011E-06;0;0.002552631;0;2;0.006807275;2.50267E-06;1;0.005538515;2.90736E-06;1;0.001592595;7.88413E-06;1;0.002349819;6.57476E-07;10;0.003610996;1.17077E-06
2020-05-25;1198;25;99;1881;875;976;1154;5333;128;826;199;711;724;123;82;790;78;439;307;378;3306;93;5440;1907;202;3576;30850;23;226;0;0.001766422;0;0;0.001548467;0;0;0.001792374;0;0;0.001817432;0;0;0.003036803;0;0;0.005011142;0;1;0.003620801;3.13761E-06;0;0.010768321;0;0;0.003168082;0;0;0.004163747;0;0;0.00271047;0;1;0.001736022;2.44166E-06;0;0.004068239;0;0;0.002845707;0;0;0.002166962;0;0;0.001556046;0;0;0.000951324;0;0;0.001606917;0;0;0.001928816;0;0;0.001367227;0;1;0.009356348;2.83011E-06;0;0.002552631;0;0;0.006807275;0;2;0.00554433;5.81471E-06;0;0.001592595;0;2;0.002351134;1.31495E-06;7;0.003611816;8.19537E-07
2020-05-26;1200;;;1881;875;976;1154;5336;128;827;199;711;725;123;82;790;78;439;307;378;3308;93;5443;1910;202;3582;30871;19;234;2;0.001769371;2.94895E-06;;0.001548467;;;0.001792374;;0;0.001817432;0;0;0.003036803;0;0;0.005011142;0;0;0.003620801;0;3;0.010774378;6.05756E-06;0;0.003168082;0;1;0.004168788;5.04086E-06;0;0.00271047;0;0;0.001736022;0;1;0.004073858;5.61911E-06;0;0.002845707;0;0;0.002166962;0;0;0.001556046;0;0;0.000951324;0;0;0.001606917;0;0;0.001928816;0;0;0.001367227;0;2;0.009362008;5.66022E-06;0;0.002552631;0;3;0.006811029;3.75401E-06;3;0.005553052;8.72207E-06;0;0.001592595;0;6;0.002355079;3.94486E-06;21;0.003614274;2.45861E-06
2020-05-27;1201;25;99;1881;875;976;1155;5339;128;827;200;711;725;123;82;790;78;439;307;378;3308;93;5445;1912;202;3585;30884;18;196;1;0.001770846;1.47448E-06;0;0.001548467;0;0;0.001792374;0;0;0.001817432;0;0;0.003036803;0;0;0.005011142;0;1;0.003623939;3.13761E-06;3;0.010780436;6.05756E-06;0;0.003168082;0;0;0.004168788;0;1;0.00272409;1.36205E-05;0;0.001736022;0;0;0.004073858;0;0;0.002845707;0;0;0.002166962;0;0;0.001556046;0;0;0.000951324;0;0;0.001606917;0;0;0.001928816;0;0;0.001367227;0;0;0.009362008;0;0;0.002552631;0;2;0.006813532;2.50267E-06;2;0.005558867;5.81471E-06;0;0.001592595;0;3;0.002357052;1.97243E-06;13;0.003615796;1.522E-06
2020-05-28;1202;;99;1883;877;976;1156;5341;128;827;200;712;725;123;82;791;78;440;307;379;3310;93;5447;1912;202;3590;30905;20;183;1;0.00177232;1.47448E-06;;0.001548467;;0;0.001792374;0;2;0.001819364;1.93241E-06;2;0.003043744;6.94126E-06;0;0.005011142;0;1;0.003627076;3.13761E-06;2;0.010784474;4.03837E-06;0;0.003168082;0;0;0.004168788;0;0;0.00272409;0;1;0.001738464;2.44166E-06;0;0.004073858;0;0;0.002845707;0;0;0.002166962;0;1;0.001558016;1.96968E-06;0;0.000951324;0;1;0.001610577;3.6604E-06;0;0.001928816;0;1;0.001370844;3.617E-06;2;0.009367668;5.66022E-06;0;0.002552631;0;2;0.006816035;2.50267E-06;0;0.005558867;0;0;0.001592595;0;5;0.002360339;3.28738E-06;21;0.003618255;2.45861E-06
2020-05-29;1209;25;100;1884;877;978;1157;5345;128;827;200;712;726;123;82;791;78;440;307;379;3313;93;5450;1912;202;3596;30934;15;164;7;0.001782642;1.03213E-05;0;0.001548467;0;1;0.001810479;1.81048E-05;1;0.00182033;9.66205E-07;0;0.003043744;0;2;0.00502141;1.02687E-05;1;0.003630214;3.13761E-06;4;0.010792551;8.07675E-06;0;0.003168082;0;0;0.004168788;0;0;0.00272409;0;0;0.001738464;0;1;0.004079477;5.61911E-06;0;0.002845707;0;0;0.002166962;0;0;0.001558016;0;0;0.000951324;0;0;0.001610577;0;0;0.001928816;0;0;0.001370844;0;3;0.009376159;8.49033E-06;0;0.002552631;0;3;0.006819789;3.75401E-06;0;0.005558867;0;0;0.001592595;0;6;0.002364284;3.94486E-06;29;0.00362165;3.39522E-06
2020-05-30;1209;;;1909;878;978;1157;5350;;827;200;712;726;124;;791;;;307;381;3313;93;5451;1912;202;3602;30975;12;149;0;0.001782642;0;;0.001548467;;;0.001810479;;25;0.001844485;2.41551E-05;1;0.003047214;3.47063E-06;0;0.00502141;0;0;0.003630214;0;5;0.010802647;1.00959E-05;;0.003168082;;0;0.004168788;0;0;0.00272409;0;0;0.001738464;0;0;0.004079477;0;1;0.002868843;2.31358E-05;;0.002166962;;0;0.001558016;0;;0.000951324;;;0.001610577;;0;0.001928816;0;2;0.001378078;7.23401E-06;0;0.009376159;0;0;0.002552631;0;1;0.00682104;1.25134E-06;0;0.005558867;0;0;0.001592595;0;6;0.002368229;3.94486E-06;41;0.00362645;4.80014E-06
2020-05-31;1212;;;1910;879;978;1157;5350;;827;200;712;726;124;;791;;;307;381;3315;93;5452;1914;202;3602;30985;11;147;3;0.001787065;4.42343E-06;;0.001548467;;;0.001810479;;1;0.001845452;9.66205E-07;1;0.003050685;3.47063E-06;0;0.00502141;0;0;0.003630214;0;0;0.010802647;0;;0.003168082;;0;0.004168788;0;0;0.00272409;0;0;0.001738464;0;0;0.004079477;0;0;0.002868843;0;;0.002166962;;0;0.001558016;0;;0.000951324;;;0.001610577;;0;0.001928816;0;0;0.001378078;0;2;0.009381819;5.66022E-06;0;0.002552631;0;1;0.006822291;1.25134E-06;2;0.005564681;5.81471E-06;0;0.001592595;0;0;0.002368229;0;10;0.003627621;1.17077E-06
2020-06-01;1212;;;1910;880;978;1157;5351;;827;200;712;726;124;;791;;;307;381;3315;93;5452;1915;202;3602;30988;11;144;0;0.001787065;0;;0.001548467;;;0.001810479;;0;0.001845452;0;1;0.003054156;3.47063E-06;0;0.00502141;0;0;0.003630214;0;1;0.010804666;2.01919E-06;;0.003168082;;0;0.004168788;0;0;0.00272409;0;0;0.001738464;0;0;0.004079477;0;0;0.002868843;0;;0.002166962;;0;0.001558016;0;;0.000951324;;;0.001610577;;0;0.001928816;0;0;0.001378078;0;0;0.009381819;0;0;0.002552631;0;0;0.006822291;0;1;0.005567589;2.90736E-06;0;0.001592595;0;0;0.002368229;0;3;0.003627972;3.5123E-07
2020-06-02;1212;;100;1911;880;978;1159;5354;128;827;200;712;727;124;82;791;78;443;307;381;3315;93;5456;1916;202;3604;31005;11;144;0;0.001787065;0;;0.001548467;;0;0.001810479;0;1;0.001846418;9.66205E-07;0;0.003054156;0;0;0.00502141;0;2;0.003636489;6.27522E-06;3;0.010810723;6.05756E-06;0;0.003168082;0;0;0.004168788;0;0;0.00272409;0;0;0.001738464;0;1;0.004085096;5.61911E-06;0;0.002868843;0;0;0.002166962;0;0;0.001558016;0;0;0.000951324;0;3;0.001621558;1.09812E-05;0;0.001928816;0;0;0.001378078;0;0;0.009381819;0;0;0.002552631;0;4;0.006827297;5.00535E-06;1;0.005570496;2.90736E-06;0;0.001592595;0;2;0.002369544;1.31495E-06;17;0.003629963;1.9903E-06
2020-06-03;1213;25;100;1912;881;979;1160;5356;128;828;200;712;730;124;82;791;78;445;307;381;3315;;5458;1916;202;3607;31023;9;125;1;0.001788539;1.47448E-06;0;0.001548467;0;0;0.001810479;0;1;0.001847384;9.66205E-07;1;0.003057626;3.47063E-06;1;0.005026545;5.13437E-06;1;0.003639627;3.13761E-06;2;0.010814762;4.03837E-06;0;0.003168082;0;1;0.004173829;5.04086E-06;0;0.00272409;0;0;0.001738464;0;3;0.004101953;1.68573E-05;0;0.002868843;0;0;0.002166962;0;0;0.001558016;0;0;0.000951324;0;2;0.001628879;7.3208E-06;0;0.001928816;0;0;0.001378078;0;0;0.009381819;0;;0.002552631;;2;0.006829799;2.50267E-06;0;0.005570496;0;0;0.001592595;0;3;0.002371516;1.97243E-06;18;0.00363207;2.10738E-06
2020-06-04;1215;;100;1914;881;979;1162;5358;128;828;200;712;731;124;82;791;78;446;307;381;3316;;5461;1918;202;3615;31047;9;125;2;0.001791488;2.94895E-06;;0.001548467;;0;0.001810479;0;2;0.001849316;1.93241E-06;0;0.003057626;0;0;0.005026545;0;2;0.003645902;6.27522E-06;2;0.0108188;4.03837E-06;0;0.003168082;0;0;0.004173829;0;0;0.00272409;0;0;0.001738464;0;1;0.004107572;5.61911E-06;0;0.002868843;0;0;0.002166962;0;0;0.001558016;0;0;0.000951324;0;1;0.00163254;3.6604E-06;0;0.001928816;0;0;0.001378078;0;1;0.009384649;2.83011E-06;;0.002552631;;3;0.006833553;3.75401E-06;2;0.005576311;5.81471E-06;0;0.001592595;0;8;0.002376776;5.25981E-06;24;0.00363488;2.80984E-06
2020-06-05;1215;25;100;1916;882;982;1164;5360;128;828;200;712;732;124;82;792;78;446;307;381;3316;;5463;1920;202;3621;31069;8;123;0;0.001791488;0;0;0.001548467;0;0;0.001810479;0;2;0.001851249;1.93241E-06;1;0.003061097;3.47063E-06;3;0.005041948;1.54031E-05;2;0.003652177;6.27522E-06;2;0.010822839;4.03837E-06;0;0.003168082;0;0;0.004173829;0;0;0.00272409;0;0;0.001738464;0;1;0.004113191;5.61911E-06;0;0.002868843;0;0;0.002166962;0;1;0.001559986;1.96968E-06;0;0.000951324;0;0;0.00163254;0;0;0.001928816;0;0;0.001378078;0;0;0.009384649;0;;0.002552631;;2;0.006836056;2.50267E-06;2;0.005582126;5.81471E-06;0;0.001592595;0;6;0.002380721;3.94486E-06;22;0.003637456;2.57569E-06
2020-06-06;1217;;;1918;882;982;1164;5363;;828;200;713;733;124;;792;;;307;381;3316;;5465;1921;202;3625;31085;7;114;2;0.001794437;2.94895E-06;;0.001548467;;;0.001810479;;2;0.001853181;1.93241E-06;0;0.003061097;0;0;0.005041948;0;0;0.003652177;0;3;0.010828896;6.05756E-06;;0.003168082;;0;0.004173829;0;0;0.00272409;0;1;0.001740905;2.44166E-06;1;0.004118811;5.61911E-06;0;0.002868843;0;;0.002166962;;0;0.001559986;0;;0.000951324;;;0.00163254;;0;0.001928816;0;0;0.001378078;0;0;0.009384649;0;;0.002552631;;2;0.006838559;2.50267E-06;1;0.005585033;2.90736E-06;0;0.001592595;0;4;0.002383351;2.6299E-06;16;0.003639329;1.87323E-06
2020-06-07;1217;;;1918;882;982;1166;5363;;828;200;713;733;124;;793;;;307;381;3316;;5467;1923;202;3625;31092;7;112;0;0.001794437;0;;0.001548467;;;0.001810479;;0;0.001853181;0;0;0.003061097;0;0;0.005041948;0;2;0.003658452;6.27522E-06;0;0.010828896;0;;0.003168082;;0;0.004173829;0;0;0.00272409;0;0;0.001740905;0;0;0.004118811;0;0;0.002868843;0;;0.002166962;;1;0.001561955;1.96968E-06;;0.000951324;;;0.00163254;;0;0.001928816;0;0;0.001378078;0;0;0.009384649;0;;0.002552631;;2;0.006841061;2.50267E-06;2;0.005590848;5.81471E-06;0;0.001592595;0;0;0.002383351;0;7;0.003640148;8.19537E-07
